id,lang,style,mood,pop,year,generation,author,song,date,website,url,version,processed,_author,_song,_retired,tested,proposed_tona,transposed_tona,listened_tona,chords_simplified,score,notes
422,,,,,,,brassens,Le vent ,,,https://www.boiteachansons.net/partitions/georges-brassens/le-vent,,0,georges brassens,le vent,,,,,,,,
423,,,,,,,,La Java des bons enfants,,,https://www.boiteachansons.net/partitions/les-amis-d-ta-femme/la-java-des-bons-enfants,,0,les amis d ta femme,la java des bons enfants,,,,,,,,
424,,,,,,,mes souliers sont rouges,Sur le bout du banc,,,https://www.boiteachansons.net/partitions/mes-souliers-sont-rouges/le-bout-du-banc,,0,mes souliers sont rouges,le bout du banc,,,,,,,,
425,,,,,,,thomas fersen,La chauve souris,,,https://www.boiteachansons.net/partitions/thomas-fersen/la-chauve-souris,,0,thomas fersen,la chauve souris,,,,,,,,
426,,,,,,,mes souliers sont rouges,Sainte Cécile,,,https://www.boiteachansons.net/partitions/mes-souliers-sont-rouges/sainte-cecile,,0,mes souliers sont rouges,sainte cecile,,,,,,,,
427,,,,,,,,Jolie môme,,,https://www.boiteachansons.net/partitions/leo-ferre/jolie-mome,,0,leo ferre,jolie mome,,,,,,,,
428,,,,,,,mes souliers sont rouges,Mes souliers sont rouges,,,https://www.boiteachansons.net/partitions/mes-souliers-sont-rouges/mes-souliers-sont-rouges,,0,mes souliers sont rouges,mes souliers sont rouges,,,,,,,,
429,,,,,,,thomas fersen,Croque,,,https://www.boiteachansons.net/partitions/thomas-fersen/croque,,0,thomas fersen,croque,,,,,,,,
430,,,,,,,thomas fersen,Pièce montée des grands jours,,,https://www.boiteachansons.net/partitions/thomas-fersen/piece-montee-des-grands-jours,,0,thomas fersen,piece montee des grands jours,,,,,,,,
431,,,,,,,Maggy bole ,enfoirés,,,,,0,,,,,,,,,,
432,,,,,,,la tordue,lune,,,,,,,,,,,,,,,
433,,,,,,,les têtes raides,St Vincent ,,,,,0,,,,,,,,,,
434,,,,,,,les ogres de barback,Condkoi ,,,,,0,,,,,,,,,,
435,,,,,,,la tordue,Lola,,,https://www.boiteachansons.net/partitions/la-tordue/l-heureux-mix,,0,la tordue,l heureux mix,,,,,,,,
436,,,,,,,la tordue,Rene,,,https://www.boiteachansons.net/partitions/la-tordue/rene-bouteille,,0,la tordue,rene bouteille,,,,,,,,
437,,,,,,,Mano solo ,celle de ceux qui n'en n'ont pas,,,https://www.boiteachansons.net/partitions/mano-solo/au-creux-de-ton-bras,,0,mano solo,au creux de ton bras,,,,,,,,
438,,,,,,,Mano solo ,la vie c'est pas du gâteau,,,https://www.boiteachansons.net/partitions/mano-solo/pas-du-gateau,,0,mano solo,pas du gateau,,,,,,,,
439,,,,,,,karpatt,Lalala ,,,,,0,,,,,,,,,,
440,,,,,,,la tordue,Le pressoir ,,,,,0,,,,,,,,,,
441,,,,,,,la tordue,La guerre,,,,,,,,,,,,,,,
442,,,,,,,les ogres de barback,Dos mine,,,https://www.boiteachansons.net/en/partitions/les-ogres-de-barback/dos-mine,,0,les ogres de barback,dos mine,,,,,,,,
443,,,,,,,haut les mains,As de trèfle ,,,https://www.boiteachansons.net/partitions/as-de-trefle/haut-les-mains,,0,as de trefle,haut les mains,,,,,,,,
444,,,,,,,les ogres de barback,Vous memmerdez,,,,,0,,,,,,,,,,
445,,,,,,,charles aznavour,Et pourant,,,https://www.boiteachansons.net/partitions/charles-aznavour/et-pourtant,,0,charles aznavour,et pourtant,,,,,,,,
446,,,,,,,la rue ketanou,Les cigales,,,https://www.boiteachansons.net/partitions/la-rue-ketanou/les-cigales,,0,la rue ketanou,les cigales,,,,,,,,
447,,,,,,,milky chance,stolen dance,,,,,,,,,,,,,,,
448,,,,,,,jason mraz,im yours,,,,,,,,,,,,,,,
449,,,,,,,mark ronson,uptown funk,,,,,,,,,,,,,,,
450,,,,,,,billie eillish,bad guy,,,,,,,,,,,,,,,
451,,,,,,,mika,Elle me dit ,,,,,,,,,,,,,,,
452,,,,,,,ed sheeran,shape of you,,,,,,,,,,,,,,,
453,,,,,,,asaf avidan,one day reckoning song,,,,,,,,,,,,,,,
454,,,,,,,x ambassadors,renegates,,,,,,,,,,,,,,,
455,,,,,,,carly rae jepsen,call me maybe,,,,,,,,,,,,,,,
456,,,,,,,david guetta,titanium,,,,,,,,,,,,,,,
457,,,,,,,fool s garden,lemon tree,,,,,,,,,,,,,,,
458,,,,,,,omi,cheer leader,,,,,,,,,,,,,,,
459,,,,,,,pitbull,timber,,,,,,,,,,,,,,,
460,,,,,,,flo rida,whistle,,,,,,,,,,,,,,,
461,,,,,,,Maroon 5,animals,,,,,,,,,,,,,,,
462,,,,,,,rag n bone,human,,,,,,,,,,,,,,,
463,,,,,,,katy perry,roar,,,,,,,,,,,,,,,
464,,,,,,,daft punk,get lucky,,,,,,,,,,,,,,,
465,,,,,,,coldplay,viva la vida,,,,,,,,,,,,,,,
466,,,,,,,smash mouth,All star,,,,,,,,,,,,,,,
467,,,,,,,the black eyed peas,i gotta feeling,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,
